user id,product id,Interaction type,Time stamp,date,year,month,day_of_week,hour,Customer ID,Age,Gender,Item Purchased,Category_x,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,customer_segment,age_group,Uniqe Id,Product Name,Category_y,Selling Price,price_segment,category_simple
752.0,53b6b078c28b1df9e9d1b011798e5b8e,view,2023-12-11 08:00:00,2023-12-11,2023,12,Monday,8,752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,High,50-65,53b6b078c28b1df9e9d1b011798e5b8e,BathBlocks Bathtime Consruction Building Toy - Coast Guard Boat & Helicopter,Toys & Games | Building Toys | Building Sets,14.99,Economy,Toys
753.0,10bf8fbf6cf77f4f2451d0e5863082cf,like,2023-12-12 08:00:00,2023-12-12,2023,12,Tuesday,8,753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,VIP,35-50,10bf8fbf6cf77f4f2451d0e5863082cf,"Tomy Stink Bomz Plush Toy, Ripper",Toys & Games | Stuffed Animals & Plush Toys,3.02,Budget,Toys
754.0,e1dfce2d1dde3638b90e8239e194da78,purchase,2023-12-13 08:00:00,2023-12-13,2023,12,Wednesday,8,754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,Medium,35-50,e1dfce2d1dde3638b90e8239e194da78,Official Nerf Zombie Strike 12-Dart Refill Pack,Toys & Games | Sports & Outdoor Play | Blasters & Foam Play,5.9,Budget,Sports
755.0,0fdeea1043b2c4f3b79cfe1bd04d6884,view,2023-12-14 08:00:00,2023-12-14,2023,12,Thursday,8,755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,Medium,35-50,0fdeea1043b2c4f3b79cfe1bd04d6884,"Didax Educational Resources Number Sleuth, Grades 6-8",Toys & Games | Learning & Education | Counting & Math Toys,12.99,Economy,Toys
756.0,36d56b3ab3616dd55d0a362f2827621a,like,2023-12-15 08:00:00,2023-12-15,2023,12,Friday,8,756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,Low,65+,36d56b3ab3616dd55d0a362f2827621a,"Thumbsup UK, Dog Mask, Costume, MRDOG",Toys & Games | Dress Up & Pretend Play | Masks,55.65,Luxury,Toys
757.0,abf736bf23edb054be180f31508f8c21,view,2023-12-16 08:00:00,2023-12-16,2023,12,Saturday,8,757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,VIP,50-65,abf736bf23edb054be180f31508f8c21,Licenses Products Social Distortion Logo Magnet,Home & Kitchen | Kitchen & Dining | Kitchen Utensils & Gadgets | Kitchen Accessories | Refrigerator Magnets,5.99,Budget,Home
758.0,3e012348c41f851d3f355f94afa1090b,like,2023-12-17 08:00:00,2023-12-17,2023,12,Sunday,8,758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,Low,35-50,,,,,,
759.0,774882770c29f099941ca4f463f073cd,like,2023-12-18 08:00:00,2023-12-18,2023,12,Monday,8,759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,High,65+,774882770c29f099941ca4f463f073cd,Basic Fun Carmen Sandiego Handheld Electronic Game,Toys & Games | Games & Accessories | Handheld Games,19.99,Premium,Toys
760.0,944f2d3b608153c864dfc923451a8e16,purchase,2023-12-19 08:00:00,2023-12-19,2023,12,Tuesday,8,760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,Medium,50-65,944f2d3b608153c864dfc923451a8e16,"Kids Tech Robots, Lights Up, Battles Opposite Robot, Easy to Control & Small Enough to Carry, Suitable for Ages 6+, Remote Controlled Robots, Great Gift Idea",Toys & Games | Kids' Electronics | Remote- & App-Controlled Figures & Robots,15.97,Economy,Toys
761.0,3d8d2e7ac5891acb9b05256dd861fd15,view,2023-12-20 08:00:00,2023-12-20,2023,12,Wednesday,8,761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,Medium,25-35,3d8d2e7ac5891acb9b05256dd861fd15,Classic Wood Chess Set,Toys & Games | Games & Accessories | Board Games,18.99,Premium,Toys
762.0,2f67e558a184ce6d21407966c51a85b6,like,2023-12-21 08:00:00,2023-12-21,2023,12,Thursday,8,762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,VIP,50-65,2f67e558a184ce6d21407966c51a85b6,Disney Elena of Avalor Deluxe Ball Gown Girls' Costume,Toys & Games | Dress Up & Pretend Play | Costumes,10.74,Economy,Toys
763.0,cefa46ce0839434da149694d45a77181,purchase,2023-12-22 08:00:00,2023-12-22,2023,12,Friday,8,763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,Medium,35-50,cefa46ce0839434da149694d45a77181,"Funko Galactic Plush: Rick & Morty - Birdperson Collectible Figure, Multicolor",Toys & Games | Stuffed Animals & Plush Toys,3.85,Budget,Toys
764.0,a18777f2f58cac8a9781717e4c8cb4a8,purchase,2023-12-23 08:00:00,2023-12-23,2023,12,Saturday,8,764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,Medium,50-65,a18777f2f58cac8a9781717e4c8cb4a8,"MerryMakers Henry & Leo the Lion Plush Doll, 15-Inch",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,24.49,Premium,Toys
765.0,df848a17111cb1f2adbe0d2ddf7fdc49,view,2023-12-24 08:00:00,2023-12-24,2023,12,Sunday,8,765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,Low,50-65,df848a17111cb1f2adbe0d2ddf7fdc49,PJ Masks Catboy Medium Plush Basket,,14.99,Economy,Other
766.0,dd98f98206237b7b04b8a52f6378e173,like,2023-12-25 08:00:00,2023-12-25,2023,12,Monday,8,766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,VIP,50-65,dd98f98206237b7b04b8a52f6378e173,"Melissa & Doug Sunny Patch Giddy Buggy Bug House Toy with Carrying Handle and Easy-Access Door, Great Gift for Girls and Boys - Best for 3, 4, 5, and 6 Year Olds",Toys & Games | Sports & Outdoor Play | Nature Exploration Toys,8.62,Budget,Sports
767.0,59ebad57e5f5bebfec5d55b9871dc7bf,view,2023-12-26 08:00:00,2023-12-26,2023,12,Tuesday,8,767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,Medium,50-65,59ebad57e5f5bebfec5d55b9871dc7bf,PLAYMOBIL Ghostbusters Firehouse,Toys & Games | Building Toys | Building Sets,69.99,Luxury,Toys
768.0,cecf18d17ddbb4783cb2fb70a0c4206e,like,2023-12-27 08:00:00,2023-12-27,2023,12,Wednesday,8,768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,High,25-35,cecf18d17ddbb4783cb2fb70a0c4206e,"The Puppet Company Snake Finger Children Toys Puppets,",Toys & Games | Puppets & Puppet Theaters | Finger Puppets,9.83,Budget,Toys
769.0,e1e8e034ef73f182067e946abba304ca,like,2023-12-28 08:00:00,2023-12-28,2023,12,Thursday,8,769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,VIP,50-65,e1e8e034ef73f182067e946abba304ca,"Swing Set Stuff Children's Steering Wheel with SSS Logo Sticker, Blue",Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment | Play Set Attachments,14.95,Economy,Sports
770.0,02219a2cea8568b829119faeb89a018a,purchase,2023-01-01 00:00:00,2023-01-01,2023,1,Sunday,0,770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,VIP,50-65,02219a2cea8568b829119faeb89a018a,Ravensburger Mama Knows Best 1000 Piece Jigsaw Puzzle,,24.78,Premium,Other
771.0,63c6129ff357ce4f0d163e219323f82c,view,2022-12-28 10:00:00,2022-12-28,2022,12,Wednesday,10,771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually,Medium,18-25,63c6129ff357ce4f0d163e219323f82c,Funko Pop! Directors: Ava DuVernay,,10.99,Economy,Other
772.0,d142b81a7958b067003bbb589022ba14,like,2022-12-29 10:00:00,2022-12-29,2022,12,Thursday,10,772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,High,18-25,d142b81a7958b067003bbb589022ba14,"Anna Classic Costume, Small (4-6x)","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",25.89,Premium,Clothing
773.0,86206da37c9119c234bb1e016d5942b1,purchase,2022-12-30 10:00:00,2022-12-30,2022,12,Friday,10,773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,Low,<18,86206da37c9119c234bb1e016d5942b1,SCHLEICH Monster Octopus w/ Weapon,,9.99,Budget,Other
774.0,9069db92c464982f9c1c82d668ecd603,purchase,2022-12-31 10:00:00,2022-12-31,2022,12,Saturday,10,774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly,VIP,25-35,9069db92c464982f9c1c82d668ecd603,Crocodile Creek Eco Kids Reusable Jungle Jamboree Lime Green Sandwich Keeper Eco Kids Sandwich Keeper,Home & Kitchen | Kitchen & Dining | Storage & Organization | Travel & To-Go Food Containers | Lunch Boxes,8.0,Budget,Home
775.0,785489ade16c9c888af9d6c1ca38bc3c,view,2023-01-01 10:00:00,2023-01-01,2023,1,Sunday,10,775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly,Medium,35-50,785489ade16c9c888af9d6c1ca38bc3c,"Hedstrom Marvel Spider-Man 36"" Bop Bag, Multicolor",Toys & Games | Novelty & Gag Toys,9.99,Budget,Toys
776.0,fd2e06578a3e59f066c0d5241a44d1a7,like,2023-01-02 10:00:00,2023-01-02,2023,1,Monday,10,776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,Medium,35-50,fd2e06578a3e59f066c0d5241a44d1a7,"Hape E3461 Wooden Doll House Furniture Playground Set And Accessories Doll House Accessories,",Toys & Games | Dolls & Accessories | Dollhouse Accessories | Furniture,18.09,Premium,Toys
777.0,ef6471dac1a966d77b075669f1c4dc57,view,2023-01-03 10:00:00,2023-01-03,2023,1,Tuesday,10,777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months,Medium,35-50,ef6471dac1a966d77b075669f1c4dc57,Pokemon TCG: Poke Ball Tin Red - 3 Booster Pack with 1 Coin,,9.74,Budget,Other
778.0,80f6d3aa1ef6dfb71eca87ab3407b870,like,2023-01-04 10:00:00,2023-01-04,2023,1,Wednesday,10,778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly,Low,50-65,80f6d3aa1ef6dfb71eca87ab3407b870,"amscan WWEParty Container, Party Favor",Toys & Games | Party Supplies | Party Favors,7.67,Budget,Toys
779.0,0f360728a5a4b8374722b472a97fbe70,purchase,2023-01-05 10:00:00,2023-01-05,2023,1,Thursday,10,779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,Medium,25-35,0f360728a5a4b8374722b472a97fbe70,"Minnie Happy Helpers Sparkle N' Clean Vacuum, Pink",Toys & Games | Dress Up & Pretend Play | Pretend Play | Housekeeping,22.99,Premium,Toys
780.0,7dccc6873676382e599b51ab9ad9b508,view,2023-10-10 08:00:00,2023-10-10,2023,10,Tuesday,8,780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually,VIP,50-65,7dccc6873676382e599b51ab9ad9b508,Basic Fun Fisher-Price Play Tape Recorder,Toys & Games | Baby & Toddler Toys | Musical Toys,49.99,Luxury,Toys
781.0,b502c36b512e6f0475b08c0b7ce1ba86,like,2023-10-11 08:00:00,2023-10-11,2023,10,Wednesday,8,781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly,Low,25-35,b502c36b512e6f0475b08c0b7ce1ba86,MasterPieces Time Away Sunset Ritual - Lake & Mountains 1000 Piece Jigsaw Puzzle by Dominic Davidson,Toys & Games | Puzzles | Jigsaw Puzzles,15.0,Economy,Toys
782.0,81e9e84e9195ddf50756a3b02c0caf43,view,2023-10-12 08:00:00,2023-10-12,2023,10,Thursday,8,782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,Medium,25-35,81e9e84e9195ddf50756a3b02c0caf43,Eureka Peanuts Summer Fun Paper Cut Outs,,4.39,Budget,Other
783.0,5437db4c4dafb347df2c36204b9b3917,like,2023-10-13 08:00:00,2023-10-13,2023,10,Friday,8,783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,Medium,25-35,5437db4c4dafb347df2c36204b9b3917,"Losi 8IGHT Screw/Nut Assortment Box, LOSA6140",Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,36.99,Luxury,Toys
784.0,053460fe68011b080fea27586ffe2a33,like,2023-10-14 08:00:00,2023-10-14,2023,10,Saturday,8,784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,High,50-65,053460fe68011b080fea27586ffe2a33,"Buffalo Games - Vivid Collection - Leopard Jungle - 1000 Piece Jigsaw Puzzle, Multicolor",Toys & Games | Puzzles | Jigsaw Puzzles,12.99,Economy,Toys
785.0,a92b32209a8b3175459b7f89d9a012b4,purchase,2023-10-15 08:00:00,2023-10-15,2023,10,Sunday,8,785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,High,25-35,a92b32209a8b3175459b7f89d9a012b4,"Pokemon 2 Inch Battle Action Figure 2-Pack, includes 2"" Rowlet and 2"" Litten",Toys & Games | Toy Figures & Playsets | Action Figures,17.86,Premium,Toys
786.0,0109d9888cde8695196f8ba817699bba,view,2023-10-16 08:00:00,2023-10-16,2023,10,Monday,8,786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,High,35-50,0109d9888cde8695196f8ba817699bba,CHROMA 000914 914 Hello Kitty Plush Auto Ornament,,11.99,Economy,Other
787.0,508495177665755dfa5e9515ae6aaff2,like,2023-10-17 08:00:00,2023-10-17,2023,10,Tuesday,8,787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,Low,65+,508495177665755dfa5e9515ae6aaff2,Pacific Rim: Extinction - Starter Set,Toys & Games | Games & Accessories | Board Games,44.95,Luxury,Toys
788.0,2571b007023ab6f3d6e43e6ee2b660d5,purchase,2023-10-18 08:00:00,2023-10-18,2023,10,Wednesday,8,788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly,VIP,50-65,2571b007023ab6f3d6e43e6ee2b660d5,Ingenio Magic Opposites Flash Cards,Toys & Games | Learning & Education | Flash Cards,8.52,Budget,Toys
789.0,8d00e15b704a0ba2f86ea3dc4527b367,purchase,2023-10-19 08:00:00,2023-10-19,2023,10,Thursday,8,789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,Medium,35-50,8d00e15b704a0ba2f86ea3dc4527b367,Swing Set Stuff Climbing Rope with Steps (Blue) & SSS Logo Sticker,Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment,15.99,Economy,Sports
790.0,c2d20c05566d8b9047bf0ab158fc499f,view,2023-10-20 08:00:00,2023-10-20,2023,10,Friday,8,790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,VIP,25-35,c2d20c05566d8b9047bf0ab158fc499f,"Clank!, Base",Toys & Games | Games & Accessories | Board Games,45.0,Luxury,Toys
791.0,1a0e4f61d6a387d353fd9183d303316d,like,2023-10-21 08:00:00,2023-10-21,2023,10,Saturday,8,791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,Low,18-25,1a0e4f61d6a387d353fd9183d303316d,Franklin Sports 6 Hole PVC Bean Bag Toss Game,Toys & Games | Sports & Outdoor Play | Bean Bags & Footbags | Bean Bag Game Sets,21.62,Premium,Sports
792.0,7575893e055e9973b20321cdc162a66b,view,2023-10-22 08:00:00,2023-10-22,2023,10,Sunday,8,792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,Medium,35-50,7575893e055e9973b20321cdc162a66b,Creative Playthings Chin Up Bar,Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment,49.0,Luxury,Sports
793.0,637f04d8724d035165c9218e745c33ba,like,2023-10-23 08:00:00,2023-10-23,2023,10,Monday,8,793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,Medium,25-35,637f04d8724d035165c9218e745c33ba,American Greetings Finding Dory Party Treat Bags (8 Count),Toys & Games | Party Supplies,3.64,Budget,Toys
794.0,0e10271f286aa2135101375e060fef95,like,2023-10-24 08:00:00,2023-10-24,2023,10,Tuesday,8,794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,Low,18-25,0e10271f286aa2135101375e060fef95,Cardline Globetrotter,Toys & Games | Games & Accessories | Card Games,6.69,Budget,Toys
795.0,30abe95e89f6ee4e1004b58b90577a6a,purchase,2023-10-25 08:00:00,2023-10-25,2023,10,Wednesday,8,795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,Medium,65+,30abe95e89f6ee4e1004b58b90577a6a,"Ontel Magic Tracks The Amazing Racetrack That Can Bend, Flex and Glow - As Seen On TV",Toys & Games | Play Vehicles | Vehicle Playsets,19.94,Premium,Toys
796.0,d1864fb38955b53e812b8659343772f8,view,2023-10-26 08:00:00,2023-10-26,2023,10,Thursday,8,796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,Low,35-50,d1864fb38955b53e812b8659343772f8,"Sweet Jojo Designs Blush Pink, Grey and White Watercolor Elephant Safari Girl Twin Kid Childrens Bedding Comforter Set - 4 Pieces",Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,103.04,Luxury,Home
797.0,a92c3db26324a3abf7a46b82547d7632,like,2023-10-27 08:00:00,2023-10-27,2023,10,Friday,8,797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,High,35-50,a92c3db26324a3abf7a46b82547d7632,Board Games and Beer T Shirt For Gamer and Drinker,"Clothing, Shoes & Jewelry | Novelty & More | Clothing | Novelty | Men | Shirts | T-Shirts",19.99,Premium,Clothing
798.0,eff4ac46812019e9b1f4490f9a27514f,purchase,2023-10-28 08:00:00,2023-10-28,2023,10,Saturday,8,798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,VIP,35-50,eff4ac46812019e9b1f4490f9a27514f,Deluxe 1.75-in Thick Cool Pool Float - Aqua,Toys & Games | Sports & Outdoor Play | Pools & Water Toys,88.97,Luxury,Sports
799.0,b884aae388fd30195262bb0b5431b99e,purchase,2023-10-29 08:00:00,2023-10-29,2023,10,Sunday,8,799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,Low,25-35,b884aae388fd30195262bb0b5431b99e,Bear Valley Board Game,Toys & Games | Games & Accessories | Board Games,17.77,Premium,Toys
800.0,bdc23cf547750e638698fcef24d843ae,purchase,2023-10-30 08:00:00,2023-10-30,2023,10,Monday,8,800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,Medium,50-65,bdc23cf547750e638698fcef24d843ae,Crazy Bonez Gothic Lantern,Toys & Games | Novelty & Gag Toys,16.61,Economy,Toys
801.0,5d55c2554041f68c5d374ab0107cc430,view,2023-10-31 08:00:00,2023-10-31,2023,10,Tuesday,8,801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,Low,25-35,5d55c2554041f68c5d374ab0107cc430,Ben 10 Armored Heatblast Figure,,9.99,Budget,Other
802.0,d35a70d338676470fb62dfa8936d791a,like,2023-11-01 08:00:00,2023-11-01,2023,11,Wednesday,8,802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,Low,18-25,d35a70d338676470fb62dfa8936d791a,"Melissa & Doug Created by Me! Pink Wooden Flower Jewelry Box Craft Kit - The Original (Great Gift for Girls and Boys – Best for 4, 5, 6, 7 and 8 Year Olds)",Toys & Games | Arts & Crafts | Craft Kits,14.99,Economy,Toys
803.0,74127b66edaeae96f9f8fb8e2128acf4,view,2023-11-02 08:00:00,2023-11-02,2023,11,Thursday,8,803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,Medium,35-50,74127b66edaeae96f9f8fb8e2128acf4,Legendary A Marvel Deck Building Deadpool Expansion Board Game,Toys & Games | Games & Accessories | Board Games,17.76,Premium,Toys
804.0,4c972f9d7df35c7c3c2fb3ef9f69b678,like,2023-11-03 08:00:00,2023-11-03,2023,11,Friday,8,804,32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months,Low,25-35,4c972f9d7df35c7c3c2fb3ef9f69b678,Carson Dellosa Funky Frogs Shape Stickers (168122),Toys & Games | Arts & Crafts | Stickers,4.98,Budget,Toys
805.0,59db9b2b8b0bc67105a8fa2c958386db,like,2023-11-04 08:00:00,2023-11-04,2023,11,Saturday,8,805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly,Medium,35-50,,,,,,
806.0,8286d7fb2639ff6e0d94f3a90ee64b0f,purchase,2023-11-05 08:00:00,2023-11-05,2023,11,Sunday,8,806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly,Low,35-50,8286d7fb2639ff6e0d94f3a90ee64b0f,Who’s That Girl 21-Piece Dress up Trunk [Amazon Exclusive],Toys & Games | Dress Up & Pretend Play | Beauty & Fashion,29.99,Premium,Toys
807.0,71d82b41f2cf8ccb5e8af19b1c05ee90,view,2023-11-06 08:00:00,2023-11-06,2023,11,Monday,8,807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,Medium,50-65,71d82b41f2cf8ccb5e8af19b1c05ee90,WWE Randy Orton Elite Collection Action Figure,Toys & Games | Toy Figures & Playsets | Action Figures,19.98,Premium,Toys
808.0,648d5ddefcfe8ff7d727c11e48fae75e,like,2023-11-07 08:00:00,2023-11-07,2023,11,Tuesday,8,808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,VIP,25-35,648d5ddefcfe8ff7d727c11e48fae75e,K2 Skate Men's MOD 110 Inline Skate,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Inline & Roller Skating | Inline Skates",329.14,Luxury,Sports
809.0,4dd473c291721eb18247991f22c25182,purchase,2023-11-08 08:00:00,2023-11-08,2023,11,Wednesday,8,809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,VIP,35-50,4dd473c291721eb18247991f22c25182,Vallejo Game Air Sombre Grey Paint,Toys & Games | Hobbies | Hobby Building Tools & Hardware | Paints,2.7,Budget,Toys
810.0,d2cbabf462a8910f4f7dd1e935599837,purchase,2023-11-09 08:00:00,2023-11-09,2023,11,Thursday,8,810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,High,35-50,d2cbabf462a8910f4f7dd1e935599837,"Redcat Racing 88049-BL Pickup Truck Body (1/10 Scale), Black/Blue",Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts | Vehicle Bodies & Scale Accessories | Car & Truck Bodies,23.29,Premium,Other
811.0,a4030fa428f31ae61e3889892bb98d45,purchase,2023-11-10 08:00:00,2023-11-10,2023,11,Friday,8,811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,VIP,50-65,a4030fa428f31ae61e3889892bb98d45,"Crayola Glitter Glue Bulk, 20 Count Classpack, Washable Craft Glue, 5 Assorted Colors",Toys & Games | Arts & Crafts | Adhesives,12.35,Economy,Toys
